Question,SelectedOptionId,TC Category Code
"Did you or your spouse make payment to a retirement plan (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",N/A,NOT REQUIERED
"Did you or your spouse make payment to a retirement plan (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",No,NOT REQUIERED
"Did you or your spouse make payment to a retirement plan (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",Yes,TC.IRC
"Did you or your spouse make payment to a retirement plan (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",Yes,TC.IRC
"Did you or your spouse make payment to a retirement plan (401(k), 403b, IRA, SEP, SIMPLE, or any other retirement plan) this year?",No,NOT REQUIERED
"Did you or your spouse make payment to a retirement plan (401(k), 403b, IRA, SEP, SIMPLE, or any other retirement plan) this year?",Yes,TC.IRC
Did you or your spouse make payment to a pension or profit sharing plan this year or expect to make any payment next year?,N/A,NOT REQUIERED
Did you or your spouse make payment to a pension or profit sharing plan this year or expect to make any payment next year?,No,NOT REQUIERED
Did you or your spouse make payment to a pension or profit sharing plan this year or expect to make any payment next year?,Yes,TC.IRC
Did you or your spouse make payment to a pension or profit sharing plan this year or expect to make any payment next year?,Yes,TC.IRC
Did you or your spouse make payment to a pension or profit sharing plan this year or expect to make any payment next year?,Yes,TC.OAD
Did you or your spouse make payment to a pension or profit sharing plan this year or expect to make any payment next year?,No,NOT REQUIERED
"Did you or your spouse make contributions to a new retirement plan (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",No,NOT REQUIERED
"Did you or your spouse make contributions to a new retirement plan (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",N/A,NOT REQUIERED
"Did you or your spouse make contributions to a new retirement plan (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",Yes,TC.OAD
Did you or your spouse make any withdrawals from an education savings or 529 Plan account?,N/A,NOT REQUIERED
Did you or your spouse make any withdrawals from an education savings or 529 Plan account?,No,NOT REQUIERED
Did you or your spouse make any withdrawals from an education savings or 529 Plan account?,Yes,TC.Q99
"Did you or your spouse make any Sec. 529 contributions during the year? If yes, please upload your year-end summary statement or provide a listing of amounts, beneficiaries, name of plan and account number.",No,NOT REQUIERED
"Did you or your spouse make any Sec. 529 contributions during the year? If yes, please upload your year-end summary statement or provide a listing of amounts, beneficiaries, name of plan and account number.",N/A,NOT REQUIERED
"Did you or your spouse make any Sec. 529 contributions during the year? If yes, please upload your year-end summary statement or provide a listing of amounts, beneficiaries, name of plan and account number.",Yes,TC.SIN
"Did you or your spouse make any large retail purchases (cars, boats, etc.)?",No,NOT REQUIERED
"Did you or your spouse make any large retail purchases (cars, boats, etc.)?",Yes,TC.OTH
"Did you or your spouse make any gifts, including birthday, holiday, anniversary, graduation, education savings, etc.  with a total (aggregate) value in excess of $17,000 to any individual during the year?",No,NOT REQUIERED
"Did you or your spouse make any gifts, including birthday, holiday, anniversary, graduation, education savings, etc.  with a total (aggregate) value in excess of $17,000 to any individual during the year?",Yes,TC.OTH
"Did you or your spouse make any gifts, including birthday, holiday, anniversary, graduation, education savings, etc.  with a total (aggregate) value in excess of $17,000 to any individual during the year?",N/A,NOT REQUIERED
"Did you or your spouse make any Gifts to any one individual during the year in excess of $17,000 that may require the filing of a gift tax return? If yes, please upload support containing the type of gift, the value of the gift, the gift recipient's name, relationship to you, and address to the ""Document Request List."" ",Yes,TC.OTH
"Did you or your spouse make any Gifts to any one individual during the year in excess of $17,000 that may require the filing of a gift tax return? If yes, please upload support containing the type of gift, the value of the gift, the gift recipient's name, relationship to you, and address to the ""Document Request List."" ",No,NOT REQUIERED
"Did you or your spouse make any Gifts to any one individual during the year in excess of $17,000 that may require the filing of a gift tax return? If yes, please upload support containing the type of gift, the value of the gift, the gift recipient's name, relationship to you, and address to the ""Document Request List."" ",N/A,NOT REQUIERED
Did you or your spouse make any gifts to any one entity or individual?,No,NOT REQUIERED
Did you or your spouse make any gifts to any one entity or individual?,N/A,NOT REQUIERED
Did you or your spouse make any gifts to any one entity or individual?,Yes,TC.OTH
Did you or your spouse make any gifts to any one entity or individual (excluding charitable contributions)?,Yes,TC.OTH
Did you or your spouse make any gifts to any one entity or individual (excluding charitable contributions)?,No,NOT REQUIERED
Did you or your spouse make any gifts to any individual?,No,NOT REQUIERED
Did you or your spouse make any gifts to any individual?,Yes,TC.OTH
"Did you or your spouse make any gifts to an individual that total more than $16,000, or any gifts to a trust?",No,NOT REQUIERED
Did you or your spouse make any gifts to a trust for any amount?,No,NOT REQUIERED
Did you or your spouse make any gifts to a trust for any amount?,Yes,TC.OTH
Did you or your spouse make any gifts to a trust for any amount?,N/A,NOT REQUIERED
Did you or your spouse make any gifts of difficult-to-value assets (such as non-publicly traded stock) to any person regardless of value?,No,NOT REQUIERED
Did you or your spouse make any gifts of difficult-to-value assets (such as non-publicly traded stock) to any person regardless of value?,N/A,NOT REQUIERED
"Did you or your spouse make any gifts (other than qualified charitable contributions captured above) to any one entity or individual?  If yes, please upload a listing of amounts and recipients.  We will review and advise whether a gift tax return is required.",N/A,NOT REQUIERED
"Did you or your spouse make any gifts (other than qualified charitable contributions captured above) to any one entity or individual?  If yes, please upload a listing of amounts and recipients.  We will review and advise whether a gift tax return is required.",Yes,TC.OAD
"Did you or your spouse make any gifts (other than qualified charitable contributions captured above) to any one entity or individual?  If yes, please upload a listing of amounts and recipients.  We will review and advise whether a gift tax return is required.",No,NOT REQUIERED
Did you or your spouse make any contributions to a Qualified Education Program (Section 529)?,No,NOT REQUIERED
Did you or your spouse make any contributions to a Qualified Education Program (Section 529)?,Yes,TC.SIN
Did you or your spouse make any contributions to a Qualified Education Program (Section 529)?,N/A,NOT REQUIERED
Did you or your spouse make a withdrawal from an HSA?,No,NOT REQUIERED
Did you or your spouse make a withdrawal from an HSA?,Yes,TC.HSA
Did you or your spouse make a withdrawal from an HSA?,N/A,NOT REQUIERED
Did you or your spouse make a Qualified Charitable Distribution (QCD) from your IRA?,Yes,TC.IRA
Did you or your spouse make a contribution to a Traditional IRA or a ROTH IRA plan for 2023?,Yes,TC.IRC
Did you or your spouse make a contribution to a Traditional IRA or a ROTH IRA plan for 2023?,No,NOT REQUIERED
Did you or your spouse make a contribution to a Traditional IRA for 2023?,Yes,TC.IRC
Did you or your spouse make a contribution to a Traditional IRA for 2023?,No,NOT REQUIERED
Did you or your spouse make a contribution to a Traditional IRA for 2023?,N/A,NOT REQUIERED
Did you or your spouse make a contribution outside of your employer to a retirement account such as an IRA or other plan?,N/A,NOT REQUIERED
Did you or your spouse make a contribution outside of your employer to a retirement account such as an IRA or other plan?,Yes,TC.IRC
Did you or your spouse make a contribution outside of your employer to a retirement account such as an IRA or other plan?,No,NOT REQUIERED
"Did you or your spouse incur unreimbursed work related moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",No,NOT REQUIERED
"Did you or your spouse incur unreimbursed work related moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",Yes,TC.MOV
Did you or your spouse incur any expenses due to the adoption of a child? (mark N/A if previously answered),Yes,TC.OTH
Did you or your spouse incur any expenses due to the adoption of a child? (mark N/A if previously answered),No,NOT REQUIERED
Did you or your spouse incur any expenses due to the adoption of a child? (mark N/A if previously answered),N/A,NOT REQUIERED
