CPAQuestions,AnswerText,SelectedOptionId,OptionText,FormCategoryId,FirmId,Category Name,FormTypeID
"Were you or your spouse grantor or transferor for a foreign trust, have any interest in or a signature authority over a bank account, securities account or other financial account in a foreign country?",NULL,2,No,1889,1574,529 Contribution Documentation,0
Did you or your spouse receive unemployment compensation last year?,NULL,1,Yes,2725,2289,State 529 Contribution Information,0
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",NULL,3,N/A,1841,2167,IRS/State Notices,0
"Did you or your spouse receive form K-1 from a partnership, estate, or S-corporation?  ",NULL,2,No,1892,2205,Settlement Statement (HUD) ,0
Did you have medical expenses? (The amount needs to be more than 7.5% of your adjusted gross income to potentially itemize),NULL,1,Yes,1881,1458,Form 3921 - Exercise of Incentive Stock Options,0
Did you purchase or sell your primary residence?,NULL,2,No,1837,1164,529/Coverdell Year End Statement ,0
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",NULL,2,No,1895,2297,Loan Closing Statement,0
Did you pay any auto registration fees or taxes?,NULL,1,Yes,1884,2552,Federal Tax Payments,0
"Did you, your spouse, or any dependent receive Marketplace healthcare coverage this year?",NULL,2,No,1859,2420,Business auto usage,0
"Did you take any distributions from an HSA in 2023?  (Unless you tell us otherwise, all distributions will be assumed to have been used for qualified medical expenses.)",NULL,1,Yes,1844,2025,Rental Income & Expenses (Per Property),0
Did you or your spouse purchase a new qualified plug-in electric drive motor vehicle last year? ,NULL,3,N/A,2717,2289,Solar Purchase Invoices,0
"Did you, your spouse, or any dependent receive healthcare coverage through the Marketplace?",NULL,3,N/A,1859,2156,Business auto usage,0
"Did you, your spouse, or any dependent have health insurance through the Marketplace?",NULL,1,Yes,1859,2205,Business auto usage,0
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",NULL,1,Yes,1895,1971,Loan Closing Statement,0
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",NULL,1,Yes,1895,2036,Loan Closing Statement,0
Did you receive any foreign income or pay any foreign taxes from sources other than brokerage and investment accounts?,NULL,2,No,1866,2502,Identity Protection PIN (IP PIN) Letter,0
Did you or your spouse make any charitable cash donations?,NULL,1,Yes,1886,1574,Other Tax Payments,0
Did you have a rental property?,NULL,1,Yes,1852,2315,Form 8332,0
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",NULL,2,No,1895,2635,Loan Closing Statement,0
"Did you start a business or farm, purchase rental or royalty property, or acquire an interest in a partnership, S corporation, trust, or REMIC?",NULL,3,N/A,1850,2061,1098-T (Education),0
Did you purchase an electric or hybrid electric vehicle this year?,NULL,1,Yes,1862,2585,Closing Statement,0
"If it was through employer, please provide 1095-B",NULL,2,No,1860,1886,Home office,0
Did you or your spouse withdraw any amounts from a Coverdell Education Savings account or Qualified Education Program (Section 529) plan?,NULL,1,Yes,1833,1717,Energy Efficient Improvements (Manufacturer's Certificate Statement/Receipt of purchase) ,0
Do you own your home? ,NULL,1,Yes,1875,2561,Home Purchase Disclosure,0
Did you pay any mortgage interest on an existing home loan?,NULL,2,No,1882,2085,1099-K - Payment Card and Third Party Network Transactions,0
"Did you have any educational expenses during the year on behalf of yourself, your spouse, or a dependent? ",NULL,1,Yes,1864,1315,PPP Loan Details,0
IRS or State Identify Theft PIN - Have you previously registered or registered during the current year for an IRS Identity theft PIN?,NULL,2,No,3233,708,0,0
Did you make any charitable donations?  (Other than QCD's paid directly from your IRA) ,NULL,1,Yes,1886,2511,Other Tax Payments,0
Were you or your spouse notified or audited by the IRS or a State taxing agency? Please upload copies of any notices received that have not already been provided to us.,NULL,2,No,1853,47,1099-C,0
Did you or your spouse receive any distributions from a 529 Plan during the year?  If Yes please upload your 1099-Q.  ,NULL,2,No,1833,725,Energy Efficient Improvements (Manufacturer's Certificate Statement/Receipt of purchase) ,0
"Did you or your spouse sell, like-kind exchange (1031), or purchase any rental or investment real estate including a second home?  ",NULL,2,No,1837,2509,529/Coverdell Year End Statement ,0
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",NULL,1,Yes,1895,2629,Loan Closing Statement,0
"Did you make any charitable donations (cash or property) during the year?  If yes and you anticipate itemizing deductions, please provide the amount of charitable donations.",NULL,2,No,1886,2131,Other Tax Payments,0
Did you purchase or sell your primary residence?,NULL,2,No,1837,1850,529/Coverdell Year End Statement ,0
"Did you incur unreimbursed moving expenses? Only applicable for residents moving to the following states: Arkansas, California, Hawaii, Massachusetts, New Jersey, New York and Pennsylvania. ",NULL,1,Yes,1841,994,IRS/State Notices,0
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",NULL,2,No,1895,715,Loan Closing Statement,0
Did you or your spouse incur any expenses due to the adoption of a child?,NULL,1,Yes,3164,653,HSA CONTRIBUTION: Please provide your Form 5498 SA documenting your contribution to an HSA or provide the dollar amount of the contribution.,0
"Did you make any contributions to an ABLE (Achieving a Better Life Experience) account? If yes, attach any Form(s) 5498-QA you received.",NULL,2,No,1854,1484,1099-G,0
"Did you or your spouse receive a distribution from a retirement plan, pension or any other retirement plan this year?",NULL,1,Yes,1851,2205,Foreign Bank Account,0
Did you or your spouse pay any student loan interest this year?,NULL,1,Yes,1845,2036,Unemployment (1099-G),0
Did you incur medical expenses?,NULL,1,Yes,1881,2511,Form 3921 - Exercise of Incentive Stock Options,0
"If you own rental properties, do you maintain separate books/records for EACH rental activity? Please provide these records. (If you have questions in this area, please contact us) ",NULL,3,N/A,1852,1906,Form 8332,0
Did you purchase a Second/Vacation home that is not rented out,NULL,1,Yes,1837,2464,529/Coverdell Year End Statement ,0
"At any time during 2023, did you: (a) buy; (b) receive (as a reward, award, or compensation); or (c) sell, exchange, trade, gift, or otherwise dispose of a digital asset (or a financial interest in a digital asset)?”",NULL,2,No,1832,2509,1099-G (Unemployment Income),0
Did you pay mortgage interest on a primary and/or second home?,NULL,1,Yes,1875,1395,Home Purchase Disclosure,0
"Did you receive any awards, prizes, hobby income, gambling or lottery winnings?",NULL,1,Yes,1835,2085,Cancelled/Forgiven Debt (1099-C),0
Did you sell your home?,NULL,2,No,1837,1616,529/Coverdell Year End Statement ,0
Test Questionnaire,NULL,1,Yes,1848,3,Voided Check,0
Many State Governments require Driver License information for security purposes when tax returns are filed.   Please copy or photo the front and back of your current license (spouse as  well) and upload for our return files. ,NULL,3,N/A,1854,2553,1099-G,0
Did you or your spouse pay any individual $2100 or more in household employee wages?,NULL,2,No,1858,2085,Crypto,0
"Did you pay estimated taxes for tax year 2022? If yes, please upload documentation of the estimated tax payments.",NULL,2,No,1895,2386,Loan Closing Statement,0
"Did you or your spouse receive income from deferred compensation plans, retirement plans  (including payments from pensions, 401(k)s, IRAs, SEP or SIMPLE plans) , severance compensation or profit-sharing plans?  If yes, please provide copies of all 1099-Rs and/or W-2s received",NULL,2,No,1851,1224,Foreign Bank Account,0
Did you purchase or sell your primary residence?,NULL,2,No,1837,1164,529/Coverdell Year End Statement ,0
Did you incur medical expenses?,NULL,1,Yes,1881,2511,Form 3921 - Exercise of Incentive Stock Options,0
"Did you or your spouse make any large retail purchases (cars, boats, etc.)?",NULL,1,Yes,1893,1815,"Other Income (bartering transactions, tips, prize money, gambling winnings)",0
"Did you purchase your primary residence? If yes, please provide a copy of your settlement statement.",NULL,1,Yes,1837,758,529/Coverdell Year End Statement ,0
"Did you pay estimated taxes for tax year 2022? If yes, please upload documentation of the estimated tax payments.",NULL,2,No,1893,1815,"Other Income (bartering transactions, tips, prize money, gambling winnings)",0
"Other Credits - Did you, your spouse, or your dependents incur any post-secondary education expenses, such as tuition?",NULL,1,Yes,1864,2295,PPP Loan Details,0
"Did you or your spouse engage in any put or call transactions or close any open short sales?   If yes, include the transaction details. ",NULL,3,N/A,1854,2509,1099-G,0
Education Expenses - Did you or your spouse pay any student loan interest this year?,NULL,1,Yes,1845,2680,Unemployment (1099-G),0
"Did you pay estimated taxes for tax year 2023? If yes, please upload documentation of the estimated tax payments.",NULL,1,Yes,1895,715,Loan Closing Statement,0
"Do you have any unreimbursed business expenses, e.g., as a partner or shareholder? If yes, please provide a schedule of such expenses.",NULL,2,No,3464,2188,0,0
Did you convert any of your IRA or retirement plan account balances to a ROTH IRA or ROTH 401(k)?,NULL,2,No,1851,1389,Foreign Bank Account,0
Did you or your spouse start or purchase a business?,NULL,2,No,1850,1389,1098-T (Education),0
"Did you make any purchases or improvements for an energy-efficient vehicle or home?  If so, please upload the receipt. ",NULL,3,N/A,1862,2059,Closing Statement,0
Did you or your spouse pay any student loan interest this year?,NULL,2,No,1845,1803,Unemployment (1099-G),0
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",NULL,1,Yes,1841,3,IRS/State Notices,0
Did you purchase or sell your primary residence during the year?,NULL,1,Yes,1837,2502,529/Coverdell Year End Statement ,0
Did you take out a home equity loan?,NULL,2,No,1854,1437,1099-G,0
Did you or your spouse pay any student loan interest this year?,NULL,1,Yes,1845,2205,Unemployment (1099-G),0
"Did you foreclose or abandon a primary residence or real property? If yes, provide 1099-A or C.",NULL,2,No,1854,1906,1099-G,0
Did you refinance your primary residence?,NULL,2,No,1837,2386,529/Coverdell Year End Statement ,0
Did you or your spouse withdraw any amounts from a Coverdell Education Savings Account or Qualified Education Program (Section 529) plan?,NULL,2,No,1833,1488,Energy Efficient Improvements (Manufacturer's Certificate Statement/Receipt of purchase) ,0
Did you get your health insurance through the Federal Marketplace (HealthCare.gov) or a State Marketplace? ,NULL,1,Yes,1283,2011,Prior Year,25255
Did you have any debts cancelled or forgiven? If YES Upload Loan Documents or Credit Card Statements AND 1099-C ,NULL,3,N/A,1854,1906,1099-G,0
