CPAQuestions,SelectedOptionId,FormCategoryId,Category Name
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",1,1841,IRS/State Notices
"Did you, your spouse, or any dependent obtain healthcare coverage through the Marketplace?",1,1859,Business auto usage
Did you or your spouse make any non-cash charitable donations?,2,0,Not Required
"Did you or your spouse rollover any amount from a retirement plan, annuity plan, tax shelter annuity, or deferred compensation plan to another retirement plan?  ",1,1851,Foreign Bank Account
"Did you pay any real estate taxes for your primary and/or secondary home(s) that are not already reported on your Form 1098, if applicable?",1,1883,1099-G Unemployment Compensation
Did you or your spouse pay for or receive long-term care for yourself or your family?,1,1881,Form 3921 - Exercise of Incentive Stock Options
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",1,1841,IRS/State Notices
"Did you purchase a new or previously owned Clean vehicle this year that is eligible for the new Clean vehicle credit? If yes, attach the vehicle statement from the dealer.",2,0,Not Required
Did you or your spouse receive payment from a pension or profit sharing plan this year or expect to receive any payment next year?,1,1851,Foreign Bank Account
"Did you or your spouse receive any gambling winnings in 2023?  If yes, please provide any Forms W-2G received.",2,0,Not Required
Did you or  your spouse have any transactions pertaining to a health savings account (HSA)?,2,0,Not Required
"Do you have a home equity loan, or did you take out a new home equity loan this year?",2,0,Not Required
"Did you pay any individual $2,600 or more in household employee wages (Nanny/Housekeeper not contractor)?",2,0,Not Required
"Counting the highest balance in each of those accounts, did the aggregate balance exceed $10,000 USD?",1,1889,529 Contribution Documentation
"Did you or your spouse rollover any amount from a retirement plan, annuity plan, tax shelter annuity, or deferred compensation plan to another retirement plan?",2,0,Not Required
Did you open any new investment accounts during the year? Include Consolidated Forms 1099.,2,0,Not Required
Did you itemize deductions in the previous tax year?,2,0,Not Required
"RETIREMENT CONTRIBUTIONS: Did you/spouse contribute, or plan to contribute to an IRA before 4/15/2024? ",2,0,Not Required
Did you receive an Identity Protection PIN (IP PIN) from the IRS?,3,0,Not Required
"Did you make any noncash donations to charitable organizations such as clothing, household items or marketable securities?",1,1887,State and Local Notices
Did you donate a vehicle or boat during the year?.,3,0,Not Required
"Did you make payment to a retirement plan (IRA, SEP, SIMPLE or any other retirement plan) this year? If yes, please upload all Forms 5498 or other tax information.",3,0,Not Required
"Did you purchase or sell your primary residence? If yes, a request to upload the documents of the purchase or sale will appear in the ""Documents"" section of TaxCaddy.",2,0,Not Required
"Did you have any educational expenses during the year on behalf of yourself, your spouse, or a dependent?",2,0,Not Required
Did you or your spouse pay any student loan interest this year?,3,0,Not Required
Please also upload Form 5498-SA if you have it.,1,694,Form 5498 SA (HSA or MSA Contribution)
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",3,0,Not Required
Did you receive any income considered to be nonemployee compensation?,2,0,Not Required
Did you or your spouse purchase a new qualified plug-in electric drive motor vehicle last year? ,2,0,Not Required
"Did you make any noncash charitable contributions (clothes, furniture, etc.)? If yes, please provide a summarized list of your contributions.",3,0,Not Required
"Did you or your spouse receive income from a Corporation, Partnership, Trust, or Estate? ",2,0,Not Required
Was this the first year you had a Health Savings Account (HSA)?,1,1839,Large Retail Purchase (Bill of Sale)
"RETIREMENT INCOME: Did you/spouse receive a corrective distribution from a deferred compensation plan such as a 401(k) plan? If so, upload corresponding Form 1099-R.",2,0,Not Required
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",3,0,Not Required
"Did you sell, exchange, or purchase any other real estate during the year?",1,1837,529/Coverdell Year End Statement 
Did the IRS issue you or your spouse an IP PIN (Identity Protection PIN)?,2,0,Not Required
"Did you sell, exchange, or purchase any other real estate during the year? (If yes, please provided the closing statement)",1,1837,529/Coverdell Year End Statement 
"Did you refinance your primary residence? (""Yes"" answer generates a ""Settlement Statement"" document request.)",1,1837,529/Coverdell Year End Statement 
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",2,0,Not Required
BANK ACCOUNTS: Did you/spouse OPEN any new bank/brokerage accounts in 2023?,2,0,Not Required
Did you or your spouse start receiving social security payments this year?,2,0,Not Required
"Did your business file all required Forms W-2 and W-3 with the Social Security Administration (SSA) on or before the 60th day after the due date (including extensions) for such return? If yes, provide a copy of all Forms W-3 filed with the SSA.",3,0,Not Required
"You indicated a job change this year, did either you or your spouse start a new job?",3,0,Not Required
Did you exercise any stock options (ISO or NonQuals) this year?,2,0,Not Required
"CHARITABLE CONTRIBUTIONS: Did you/spouse contribute a vehicle, boat, or plane worth more than $500?  If so, please upload Form 1098-C provided by the donee organization.",1,3186,Foreign Bank Account Information
Did you refinance your primary residence?,3,0,Not Required
"Did you pay estimated taxes for tax year 2022? If yes, please upload documentation of the estimated tax payments.",2,0,Not Required
"Did you or your spouse receive payment from a retirement (401(k), IRA, SEP, SIMPLE, or any other retirement plan) this year?",2,0,Not Required
"Did you receive deferred, retirement, or severance compensation? If yes, please upload all Forms 1099-R or other documentation of amount or payor details.",1,1851,Foreign Bank Account
Did you make any Federal estimated tax payments during the year?,2,0,Not Required
Did you refinance your primary residence or take out a home equity loan?,2,0,Not Required
"Did you incur moving expenses? If yes, please upload documentation of the expenses incurred related to the relocation.",2,0,Not Required
Were any non-cash?,2,0,Not Required
"Did you or your spouse pay any individual $2,600 or more in household employee wages? If yes, please upload documentation.",3,0,Not Required
Did you or your spouse contribute to an HSA?,2,0,Not Required
Did you or your spouse receive any income considered to be nonemployee compensation?,1,1857,Estimated Payment Supporting Documents
Did you receive grants of stock options from your employer or disposed of any stock acquired under a qualified employee stock purchase plan?,1,1854,1099-G
Did you make any State estimated tax payments during the year?,1,1895,Loan Closing Statement
